74,141,40,37
74,140,40.0,37.0
74,138,40.0,37.0
74,136,40.0,37.0
74,135,40.0,37.0
74,134,40.0,37.0
74,133,40.0,37.0
74,132,40.0,37.0
74,130,40.0,37.0
73,129,40.0,37.0
73,127,40.0,37.0
73,126,40.0,37.0
72,125,40.0,37.0
72,123,40.0,37.0
71,121,40.0,37.0
70,119,40.0,37.0
70,116,40.0,37.0
69,113,40.0,37.0
68,110,40.0,37.0
68,106,40.0,37.0
68,102,40.0,37.0
68,99,40.0,37.0
68,97,40.0,37.0
69,94,40.0,37.0
70,92,40.0,37.0
72,89,40.0,37.0
73,86,40.0,37.0
75,83,40.0,37.0
77,81,40.0,37.0
79,79,40.0,37.0
81,77,40.0,37.0
82,75,40.0,37.0
82,72,40.0,37.0
82,69,40.0,37.0
82,66,40.0,37.0
82,63,40.0,37.0
81,60,40.0,37.0
79,58,40.0,37.0
78,56,40.0,37.0
77,54,40.0,37.0
77,52,40.0,37.0
76,51,40.0,37.0
76,50,40.0,37.0
76,49,40.0,37.0
75,49,40.0,37.0
74,49,40.0,37.0
74,49,40.0,37.0
73,50,40.0,37.0
72,51,40.0,37.0
72,51,40.0,37.0
72,52,40.0,37.0
73,52,40.0,37.0
74,53,40.0,37.0
74,55,40.0,37.0
74,58,40.0,37.0
75,61,40.0,37.0
77,64,40.0,37.0
79,66,40.0,37.0
81,68,40.0,37.0
82,70,40.0,37.0
84,71,40.0,37.0
85,72,40.0,37.0
86,73,40.0,37.0
87,73,40.0,37.0
88,74,40.0,37.0
89,74,40.0,37.0
90,75,40.0,37.0
90,76,40.0,37.0
90,77,40.0,37.0
91,77,40.0,37.0
91,77,40.0,37.0
91,77,40.0,37.0
91,77,40.0,37.0
91,77,40.0,37.0
91,77,40.0,37.0
91,76,40.0,37.0
91,76,40.0,37.0
91,76,40.0,37.0
91,75,40.0,37.0
91,75,40.0,37.0
91,75,40.0,37.0
91,75,40.0,37.0
91,74,40.0,37.0
91,74,40.0,37.0
92,74,40.0,37.0
92,73,40.0,37.0
92,73,40.0,37.0
93,72,40.0,37.0
93,72,40.0,37.0
93,72,40.0,37.0
94,72,40.0,37.0
94,71,40.0,37.0
94,71,40.0,37.0
94,71,40.0,37.0
94,71,40.0,37.0
94,71,40.0,37.0
95,70,40.0,37.0
95,70,40.0,37.0
95,70,40.0,37.0
96,70,40.0,37.0
96,70,40.0,37.0
97,69,40.0,37.0
98,68,40.0,37.0
99,67,40.0,37.0
100,66,40.0,37.0
101,66,40.0,37.0
102,66,40.0,37.0
102,66,40.0,37.0
102,66,40.0,37.0
101,66,40.0,37.0
101,66,40.0,37.0
100,66,40.0,37.0
100,67,40.0,37.0
98,68,40.0,37.0
98,68,40.0,37.0
97,69,40.0,37.0
97,69,40.0,37.0
96,70,40.0,37.0
95,71,40.0,37.0
95,71,40.0,37.0
95,73,40.0,37.0
95,73,40.0,37.0
95,74,40.0,37.0
94,74,40.0,37.0
94,74,40.0,37.0
94,74,40.0,37.0
94,75,40.0,37.0
94,76,40.0,37.0
95,77,40.0,37.0
95,77,40.0,37.0
95,77,40.0,37.0
94,78,40.0,37.0
94,80,40.0,37.0
95,81,40.0,37.0
96,83,40.0,37.0
98,84,40.0,37.0
99,85,40.0,37.0
97,85,40.0,37.0
98,85,40.0,37.0
98,86,40.0,37.0
99,85,40.0,37.0
100,84,40.0,37.0
102,83,40.0,37.0
103,82,40.0,37.0
105,81,40.0,37.0
107,80,40.0,37.0
109,79,40.0,37.0
110,78,40.0,37.0
112,77,40.0,37.0
112,76,40.0,37.0
113,76,40.0,37.0
113,76,40.0,37.0
113,76,40.0,37.0
114,76,40.0,37.0
114,76,40.0,37.0
114,76,40.0,37.0
114,75,40.0,37.0
114,75,40.0,37.0
114,74,40.0,37.0
114,73,40.0,37.0
114,71,40.0,37.0
114,70,40.0,37.0
114,70,40.0,37.0
114,70,40.0,37.0
114,69,40.0,37.0
115,70,40.0,37.0
115,69,40.0,37.0
116,68,40.0,37.0
117,67,40.0,37.0
119,67,40.0,37.0
120,67,40.0,37.0
121,67,40.0,37.0
122,66,40.0,37.0
122,65,40.0,37.0
123,64,40.0,37.0
123,64,40.0,37.0
123,64,40.0,37.0
124,64,40.0,37.0
125,64,40.0,37.0
125,64,40.0,37.0
126,64,40.0,37.0
127,64,40.0,37.0
128,65,40.0,37.0
129,66,40.0,37.0
131,66,40.0,37.0
133,66,40.0,37.0
135,67,40.0,37.0
137,68,40.0,37.0
138,70,40.0,37.0
139,71,40.0,37.0
139,72,40.0,37.0
139,72,40.0,37.0
139,72,40.0,37.0
139,73,40.0,37.0
139,73,40.0,37.0
141,69,40.0,37.0
144,58,40.0,37.0
145,49,40.0,37.0
146,46,40.0,37.0
146,45,40.0,37.0
147,44,40.0,37.0
147,44,40.0,37.0
147,44,40.0,37.0
147,44,40.0,37.0
147,44,40.0,37.0
148,44,40.0,37.0
148,44,40.0,37.0
148,45,40.0,37.0
149,45,40.0,37.0
149,45,40.0,37.0
149,46,40.0,37.0
149,46,40.0,37.0
149,46,40.0,37.0
149,46,40.0,37.0
150,46,40.0,37.0
151,46,40.0,37.0
151,45,40.0,37.0
151,45,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
152,44,40.0,37.0
153,44,40.0,37.0
153,43,40.0,37.0
152,43,40.0,37.0
152,43,40.0,37.0
152,42,40.0,37.0
151,42,40.0,37.0
151,42,40.0,37.0
151,41,40.0,37.0
151,41,40.0,37.0
152,40,40.0,37.0
152,40,40.0,37.0
152,40,40.0,37.0
151,40,40.0,37.0
151,39,40.0,37.0
150,39,40.0,37.0
149,39,40.0,37.0
149,38,40.0,37.0
148,38,40.0,37.0
147,37,40.0,37.0
147,36,40.0,37.0
145,35,40.0,37.0
144,34,40.0,37.0
143,33,40.0,37.0
141,32,40.0,37.0
140,31,40.0,37.0
139,30,40.0,37.0
138,29,40.0,37.0
136,29,40.0,37.0
135,28,40.0,37.0
133,27,40.0,37.0
131,26,40.0,37.0
130,25,40.0,37.0
129,24,40.0,37.0
128,23,40.0,37.0
127,22,40.0,37.0
126,20,40.0,37.0
125,19,40.0,37.0
125,18,40.0,37.0
125,17,40.0,37.0
124,17,40.0,37.0
123,16,40.0,37.0
122,16,40.0,37.0
121,17,40.0,37.0
120,18,40.0,37.0
118,19,40.0,37.0
117,21,40.0,37.0
115,23,40.0,37.0
113,25,40.0,37.0
111,27,40.0,37.0
109,29,40.0,37.0
106,32,40.0,37.0
104,34,40.0,37.0
102,35,40.0,37.0
100,36,40.0,37.0
98,36,40.0,37.0
95,35,40.0,37.0
93,35,40.0,37.0
90,33,40.0,37.0
86,30,40.0,37.0
85,28,40.0,37.0
85,28,40.0,37.0
86,27,40.0,37.0
87,26,40.0,37.0
88,26,40.0,37.0
89,26,40.0,37.0
90,26,40.0,37.0
91,26,40.0,37.0
91,27,40.0,37.0
91,29,40.0,37.0
91,31,40.0,37.0
89,34,40.0,37.0
77,49,40.0,37.0
73,51,40.0,37.0
70,51,40.0,37.0
68,51,40.0,37.0
67,51,40.0,37.0
66,50,40.0,37.0
65,49,40.0,37.0
65,48,40.0,37.0
64,48,40.0,37.0
63,48,40.0,37.0
62,48,40.0,37.0
62,48,40.0,37.0
61,48,40.0,37.0
60,48,40.0,37.0
58,48,40.0,37.0
57,48,40.0,37.0
55,48,40.0,37.0
54,48,40.0,37.0
52,48,40.0,37.0
51,48,40.0,37.0
51,48,40.0,37.0
51,48,40.0,37.0
51,48,40.0,37.0
51,47,40.0,37.0
51,47,40.0,37.0
51,47,40.0,37.0
51,47,40.0,37.0
51,48,40.0,37.0
52,48,40.0,37.0
53,49,40.0,37.0
54,50,40.0,37.0
55,51,40.0,37.0
57,52,40.0,37.0
59,53,40.0,37.0
61,54,40.0,37.0
63,55,40.0,37.0
65,55,40.0,37.0
67,55,40.0,37.0
69,55,40.0,37.0
71,55,40.0,37.0
74,54,40.0,37.0
77,53,40.0,37.0
79,52,40.0,37.0
81,52,40.0,37.0
83,52,40.0,37.0
84,52,40.0,37.0
85,53,40.0,37.0
87,53,40.0,37.0
88,53,40.0,37.0
89,53,40.0,37.0
90,52,40.0,37.0
91,52,40.0,37.0
93,51,40.0,37.0
94,51,40.0,37.0
95,51,40.0,37.0
95,52,40.0,37.0
95,52,40.0,37.0
95,53,40.0,37.0
94,55,40.0,37.0
93,57,40.0,37.0
91,58,40.0,37.0
90,60,40.0,37.0
89,62,40.0,37.0
88,64,40.0,37.0
86,68,40.0,37.0
84,71,40.0,37.0
82,73,40.0,37.0
80,74,40.0,37.0
79,74,40.0,37.0
78,74,40.0,37.0
