277.66,82.155,303.95,87.164,294.4,137.24,268.12,132.23
279.27,80.0,305.35,85.965,293.64,137.2,267.55,131.23
275.65,80.053,303.67,80.015,303.74,134.93,275.73,134.96
275.36,78.317,303.54,80.217,300.17,130.15,271.99,128.25
275.64,73.757,301.92,75.951,297.24,132.06,270.95,129.87
275.91,71.966,295.99,74.698,288.51,129.68,268.43,126.95
271.34,72.612,289.45,74.111,284.69,131.66,266.58,130.16
268.08,76.111,292.28,76.36,291.68,134.53,267.48,134.28
266.66,76.498,291.26,78.229,287.21,135.9,262.6,134.17
270.72,71.393,292.03,75.157,283.04,126.06,261.73,122.3
274.5,66.394,293.75,71.91,278.37,125.6,259.12,120.08
269.61,67.816,290.22,71.386,280.55,127.22,259.94,123.65
265.37,68.705,290.34,72.063,283.01,126.54,258.05,123.18
264.25,69.04,289.76,72.564,282.67,123.92,257.16,120.4
258.54,70.922,283.34,71.829,281.2,130.33,256.4,129.42
258.4,68.585,283.07,72.473,274.47,127.05,249.8,123.16
252.56,70.508,280.36,72.238,276.57,133.1,248.77,131.37
249.37,70.846,276.06,70.977,275.78,128.74,249.08,128.61
245.01,70.519,272.23,69.545,274.23,125.36,247.01,126.33
244.68,68.648,266.01,71.407,259.1,124.84,237.77,122.08
241.64,70.225,264.37,73.033,257.09,131.95,234.37,129.14
246.37,71.134,270.8,77.086,256.06,137.59,231.63,131.64
241.7,75.72,267.34,77.093,263.93,140.91,238.28,139.53
246.85,73.616,266.88,75.15,261.94,139.7,241.91,138.16
250.15,73.117,270.08,76.475,259.99,136.33,240.06,132.97
247.88,71.307,271.23,75.234,262.25,128.64,238.9,124.71
243.82,72.116,269.77,73.307,266.78,138.67,240.82,137.48
245.39,71.239,272.47,73.407,267.88,130.75,240.8,128.58
247.13,73.83,269.97,74.224,268.84,139.72,245.99,139.33
248.24,70.178,273.8,71.003,271.78,133.4,246.23,132.58
256.92,63.122,277.82,68.501,260.89,134.28,239.99,128.91
247.33,63.732,274.16,63.879,273.8,128.49,246.97,128.34
246.51,64.288,268.22,64.551,267.44,128.99,245.73,128.72
246.85,62.535,267.1,64.936,259.47,129.26,239.22,126.85
241.02,63.852,263.62,64.561,261.52,131.57,238.92,130.86
236.91,66.527,260.26,66.7,259.77,132.01,236.43,131.83
234.21,64.794,258.23,69.464,245.5,134.96,221.48,130.29
231.19,65.491,254.86,68.28,247.52,130.59,223.84,127.8
230.21,65.561,253.07,67.52,247.54,131.99,224.68,130.03
231.31,64.897,255.02,67.357,247.83,136.73,224.11,134.27
229.73,67.203,256.51,69.169,252.74,120.47,225.96,118.51
232.07,69.34,256.65,71.043,251.9,139.65,227.32,137.95
229.71,73.771,256.38,74.933,253.57,139.34,226.91,138.18
231.1,77.073,258.23,76.788,258.93,143.59,231.8,143.87
231.68,73.469,259.78,72.949,261.14,146.52,233.04,147.04
233.86,75.067,261.84,74.83,262.4,141.36,234.42,141.6
241.81,73.461,263.74,77.341,252.25,142.3,230.32,138.42
236.97,76.285,261.98,76.243,262.1,146.21,237.09,146.26
244.63,76.332,265.49,80.437,253.29,142.48,232.42,138.37
241.31,79.683,265.62,80.29,263.69,157.39,239.38,156.78
242.66,78.715,267.24,80.87,260.33,159.7,235.75,157.54
244.82,79.5,269.92,81.336,265.5,141.83,240.4,140.0
243.59,79.065,265.71,79.852,263.17,151.22,241.05,150.44
241.99,78.268,267.88,80.053,262.84,153.3,236.94,151.51
234.56,80.03,262.98,80.43,261.95,154.33,233.52,153.93
229.67,80.447,255.46,81.543,252.93,141.21,227.13,140.11
227.87,78.949,254.69,82.224,245.47,157.68,218.66,154.4
223.1,79.943,248.48,80.314,247.53,145.04,222.15,144.67
220.96,74.344,246.67,74.306,246.78,146.39,221.07,146.43
224.51,72.041,246.46,74.861,237.31,146.15,215.35,143.33
223.56,72.01,243.08,73.218,238.93,140.26,219.41,139.06
227.16,70.674,248.81,73.876,237.19,152.45,215.54,149.25
229.35,70.899,247.01,73.541,236.73,142.26,219.07,139.62
227.55,71.18,249.84,72.363,245.98,145.08,223.69,143.9
225.69,71.821,249.19,72.101,248.31,146.16,224.81,145.88
230.13,70.951,254.23,72.079,251.17,137.48,227.07,136.35
229.49,70.339,256.9,70.661,256.09,139.91,228.67,139.59
231.04,70.529,259.58,71.177,257.95,142.83,229.41,142.18
231.31,72.993,258.13,73.719,256.19,145.17,229.37,144.44
227.63,78.811,256.09,78.798,256.12,146.81,227.66,146.82
233.71,81.853,257.71,84.484,250.41,151.05,226.41,148.42
233.82,83.089,257.07,86.143,248.49,151.53,225.23,148.48
238.39,74.584,262.04,78.139,251.09,151.01,227.44,147.46
237.47,75.57,258.9,76.668,255.43,144.38,234.0,143.28
238.78,74.064,260.97,75.962,254.43,152.35,232.25,150.45
243.82,75.153,265.73,78.863,252.93,154.49,231.02,150.78
240.66,79.918,266.71,79.962,266.57,159.98,240.52,159.94
243.21,76.203,269.05,76.225,268.98,152.71,243.15,152.68
247.37,79.49,274.91,81.249,270.41,151.7,242.87,149.94
247.37,79.737,275.83,79.589,276.2,150.95,247.74,151.1
250.67,78.076,281.08,78.541,279.9,155.91,249.49,155.45
253.83,80.57,283.01,82.608,277.79,157.29,248.61,155.25
253.0,82.0,280.0,82.0,280.0,156.0,253.0,156.0
255.91,80.042,282.64,83.199,272.25,171.21,245.51,168.05
250.78,80.587,280.55,79.902,282.63,170.36,252.87,171.05
259.09,78.22,283.3,82.515,268.74,164.53,244.54,160.23
255.63,78.373,279.69,81.837,268.61,158.81,244.55,155.35
248.76,76.747,272.87,78.249,267.09,171.08,242.97,169.58
247.21,74.887,270.68,77.408,261.06,166.92,237.6,164.4
242.69,74.437,268.19,78.594,253.6,168.1,228.1,163.95
234.11,72.23,263.06,72.272,262.93,158.99,233.99,158.95
236.29,66.501,260.61,67.06,258.8,145.99,234.48,145.43
240.5,65.033,267.18,67.505,259.38,151.61,232.71,149.13
236.39,69.686,265.91,69.07,267.48,144.51,237.96,145.12
239.06,69.11,268.67,68.969,269.02,142.81,239.41,142.95
242.37,69.371,269.93,70.053,267.88,153.12,240.32,152.44
246.39,71.979,274.56,74.482,266.89,160.73,238.73,158.23
257.17,67.328,282.88,72.712,263.82,163.7,238.12,158.32
255.89,68.194,282.61,70.547,274.65,160.94,247.93,158.58
260.45,69.129,286.12,72.061,275.86,161.94,250.18,159.01
261.47,69.855,287.51,72.127,279.03,169.35,252.99,167.08
267.28,69.478,291.89,72.091,281.34,171.46,256.73,168.85
261.34,69.344,289.46,68.764,291.16,151.0,263.04,151.58
265.25,70.088,294.87,71.856,289.23,166.35,259.61,164.59
258.24,68.435,291.27,68.596,290.87,149.25,257.84,149.08
255.27,64.223,287.32,67.492,279.38,145.37,247.33,142.1
248.45,64.038,276.12,65.442,272.12,144.37,244.44,142.97
233.98,62.044,267.62,62.789,265.85,142.8,232.21,142.06
224.76,61.221,255.66,61.758,254.0,157.84,223.09,157.31
217.43,59.874,248.69,61.412,244.7,142.58,213.44,141.04
219.87,61.091,248.09,66.093,233.9,146.14,205.68,141.14
217.25,60.888,244.03,63.661,236.22,139.1,209.44,136.32
215.9,57.809,240.54,58.394,238.83,130.54,214.18,129.95
220.76,56.599,244.84,58.57,237.97,142.43,213.9,140.46
223.35,58.846,244.55,59.367,242.41,146.3,221.21,145.78
225.4,59.645,246.64,60.171,244.43,149.34,223.19,148.81
228.35,62.478,256.27,65.246,247.94,149.26,220.02,146.5
234.06,64.47,260.6,66.117,254.87,158.42,228.33,156.77
238.03,68.59,265.29,69.725,262.58,134.81,235.31,133.68
246.51,68.428,273.99,71.881,264.84,144.73,237.36,141.27
