171,23,25,60
172,24,25,60
173,20,25,60
176,17,25,60
173,17,25,60
172,17,25,60
168,18,25,60
165,18,25,60
162,19,25,60
161,19,25,60
157,18,25,60
156,16,24,58
154,17,24,58
153,20,24,58
154,22,24,58
155,24,25,60
156,24,27,63
156,23,28,67
155,25,29,70
153,25,31,73
151,27,32,77
149,31,32,77
145,34,34,80
139,37,35,84
129,36,37,88
126,35,39,93
124,36,41,97
127,39,41,97
132,44,39,93
139,55,37,89
145,63,36,85
149,66,34,81
152,69,32,77
151,81,32,77
151,84,31,74
152,88,31,74
153,91,30,70
153,91,28,67
151,91,27,64
152,93,26,61
151,96,26,61
152,99,27,64
150,104,28,68
149,104,30,71
148,104,31,74
148,103,33,78
149,101,34,82
150,102,34,82
150,100,34,82
149,96,36,86
148,100,38,90
147,87,40,94
148,83,40,94
149,77,42,99
151,85,44,103
152,81,46,108
153,74,46,108
152,70,46,108
155,55,48,114
157,45,50,119
142,31,53,125
141,24,55,131
149,23,58,137
150,3,58,137
151,0,58,137
150,-1,58,137
148,-1,58,137
151,-6,61,144
151,-6,61,144
149,-4,61,144
144,2,61,144
147,16,61,144
152,25,58,137
150,26,58,137
148,29,58,137
145,32,58,137
143,35,58,137
138,31,61,144
137,34,61,144
135,35,61,144
141,39,58,138
146,44,55,131
151,45,53,126
154,51,51,120
154,55,48,115
153,55,48,115
153,57,48,115
152,57,48,115
154,57,48,115
154,57,48,115
155,55,48,115
154,55,48,115
155,55,48,115
154,57,48,115
156,58,48,115
156,58,48,115
156,58,48,115
156,58,48,115
156,58,48,115
156,58,48,115
155,57,48,115
154,57,48,115
154,58,48,115
153,57,48,115
153,59,48,115
152,59,48,115
153,61,48,115
152,61,48,115
153,60,48,115
152,61,48,115
153,61,48,115
152,60,48,115
154,60,48,115
154,59,48,115
154,60,48,115
154,58,48,115
154,59,48,115
155,59,48,115
154,60,48,115
155,60,48,115
154,61,48,115
154,62,48,115
155,60,48,115
154,59,48,115
154,55,51,120
152,50,53,126
153,46,53,126
153,44,53,126
152,45,53,126
151,51,51,120
148,52,53,126
146,52,56,132
147,50,58,139
149,48,58,139
152,49,56,132
151,49,53,127
155,56,51,121
155,59,49,115
154,61,46,110
154,62,46,110
153,62,46,110
154,62,46,110
153,64,46,110
154,64,46,110
153,65,46,110
154,64,46,110
153,64,46,110
154,65,46,110
153,66,46,110
153,67,46,110
150,69,46,110
147,73,46,110
144,75,46,110
144,73,46,110
143,73,46,110
143,73,46,110
144,75,46,110
144,74,46,110
144,75,46,110
145,73,46,110
145,73,46,110
145,72,46,110
145,71,46,110
145,70,46,110
144,68,46,110
144,67,46,110
145,65,46,110
145,64,46,110
145,64,44,105
145,64,42,101
146,65,42,101
145,63,42,101
146,63,42,101
146,62,42,101
145,60,42,101
146,61,42,101
147,58,42,101
147,55,42,101
145,51,42,101
145,48,42,101
146,47,42,101
146,48,42,101
147,51,42,101
147,48,44,106
147,49,44,106
147,49,44,106
147,44,47,111
145,42,47,111
143,41,47,111
139,41,49,116
133,41,51,122
132,40,51,122
135,40,51,122
134,40,51,122
135,41,51,122
134,42,51,122
133,42,51,122
131,42,51,122
129,44,51,122
127,46,51,122
125,49,51,122
126,49,51,122
126,50,51,122
126,53,51,122
129,55,49,116
130,55,47,111
130,55,45,106
131,54,45,106
130,54,45,106
129,54,45,106
130,53,45,106
129,51,45,106
129,51,45,106
130,50,45,106
129,51,45,106
130,50,45,106
130,50,45,106
129,49,45,106
130,50,45,106
130,48,45,106
130,47,45,106
130,47,45,106
130,46,45,106
132,45,45,106
