333,533,14,49
332,528,14.0,49.0
331,535,14.0,49.0
329,546,14.0,49.0
329,523,14.0,49.0
325,513,14.0,49.0
324,506,14.0,49.0
326,485,14.0,49.0
326,476,14.0,49.0
328,458,14.0,49.0
330,451,14.0,49.0
329,430,14.0,49.0
334,426,14.0,49.0
338,431,14.0,49.0
343,420,14.0,49.0
346,424,14.0,49.0
345,417,14.0,49.0
345,414,14.0,49.0
345,396,14.0,49.0
344,383,14.0,49.0
343,372,14.0,49.0
342,371,14.0,49.0
342,364,14.0,49.0
341,357,14.0,49.0
341,356,14.0,49.0
344,356,14.0,49.0
347,347,14.0,49.0
347,324,14.0,49.0
347,314,14.0,49.0
348,302,14.0,49.0
348,288,14.0,49.0
349,264,14.0,49.0
350,244,14.0,49.0
351,240,14.0,49.0
351,236,14.0,49.0
351,243,14.0,49.0
351,253,14.0,49.0
351,262,14.0,49.0
351,264,14.0,49.0
352,283,14.0,49.0
352,277,14.0,49.0
352,285,14.0,49.0
352,296,14.0,49.0
351,290,14.0,49.0
350,304,14.0,49.0
352,299,14.0,49.0
356,292,14.0,49.0
352,305,14.0,49.0
354,304,14.0,49.0
353,305,14.0,49.0
353,300,14.0,49.0
354,292,14.0,49.0
356,289,14.0,49.0
355,309,14.0,49.0
356,306,14.0,49.0
349,320,14.0,49.0
341,323,14.0,49.0
343,317,14.0,49.0
346,332,14.0,49.0
349,349,14.0,49.0
349,333,14.0,49.0
347,334,14.0,49.0
346,318,14.0,49.0
346,327,14.0,49.0
345,306,14.0,49.0
344,304,14.0,49.0
345,301,14.0,49.0
345,311,14.0,49.0
345,307,14.0,49.0
346,304,14.0,49.0
347,294,14.0,49.0
346,295,14.0,49.0
346,308,14.0,49.0
347,308,14.0,49.0
349,310,14.0,49.0
349,295,14.0,49.0
350,292,14.0,49.0
351,304,14.0,49.0
354,304,14.0,49.0
355,283,14.0,49.0
353,268,14.0,49.0
352,286,14.0,49.0
351,303,14.0,49.0
353,301,14.0,49.0
351,306,14.0,49.0
350,295,14.0,49.0
351,283,14.0,49.0
351,285,14.0,49.0
352,310,14.0,49.0
353,300,14.0,49.0
353,297,14.0,49.0
353,295,14.0,49.0
355,279,14.0,49.0
354,280,14.0,49.0
354,282,14.0,49.0
353,289,14.0,49.0
354,298,14.0,49.0
358,292,14.0,49.0
361,282,14.0,49.0
364,282,14.0,49.0
367,278,14.0,49.0
364,263,14.0,49.0
364,265,14.0,49.0
365,258,14.0,49.0
365,250,14.0,49.0
366,240,14.0,49.0
366,225,14.0,49.0
366,231,14.0,49.0
366,228,14.0,49.0
366,229,14.0,49.0
366,230,14.0,49.0
366,222,14.0,49.0
366,213,14.0,49.0
366,217,14.0,49.0
366,207,14.0,49.0
366,190,14.0,49.0
367,178,14.0,49.0
366,171,14.0,49.0
366,159,14.0,49.0
366,159,14.0,49.0
366,161,14.0,49.0
368,148,14.0,49.0
370,159,14.0,49.0
369,168,14.0,49.0
369,171,14.0,49.0
369,166,14.0,49.0
369,160,14.0,49.0
369,151,14.0,49.0
368,151,14.0,49.0
