214.38,155.66,245.78,152.2,253.62,223.4,222.22,226.86
231.85,164.67,260.95,160.53,270.61,228.38,241.51,232.53
234.4,162.99,261.12,160.24,268.44,231.29,241.71,234.04
229.61,165.2,257.44,162.98,262.99,232.41,235.17,234.64
229.09,169.33,257.85,165.71,266.86,237.19,238.09,240.81
232.97,175.62,259.56,173.48,265.06,241.9,238.47,244.03
230.45,184.81,257.71,182.76,262.83,251.04,235.58,253.09
218.15,186.2,247.82,185.11,250.49,257.59,220.82,258.68
231.8,201.59,261.12,203.43,257.39,262.94,228.07,261.1
250.02,227.37,276.98,230.43,270.4,288.46,243.44,285.4
265.16,268.38,292.45,267.03,295.07,320.07,267.78,321.42
260.33,283.27,290.94,285.1,287.59,341.1,256.98,339.27
245.0,288.0,272.0,288.0,272.0,339.0,245.0,339.0
238.45,290.88,264.68,293.12,259.54,353.13,233.32,350.89
202.71,306.66,244.58,302.92,250.19,365.86,208.32,369.59
153.27,323.99,175.76,299.48,228.62,347.99,206.13,372.49
127.61,322.46,148.41,294.47,208.09,338.81,187.29,366.81
110.31,311.92,132.58,283.81,189.7,329.06,167.43,357.18
112.3,276.81,168.76,326.32,144.49,354.0,88.03,304.49
76.802,303.8,102.46,275.77,158.15,326.75,132.49,354.78
57.297,298.55,76.68,272.05,139.05,317.66,119.66,344.17
49.89,292.25,78.692,264.64,126.81,314.84,98.003,342.45
69.665,263.05,122.08,309.98,97.416,337.53,44.999,290.6
27.731,282.56,56.145,254.56,105.67,304.8,77.252,332.81
56.221,249.77,112.27,279.85,95.41,311.27,39.359,281.2
44.89,261.2,64.077,240.18,102.93,275.64,83.744,296.66
115.61,264.91,131.69,243.36,170.03,271.95,153.95,293.51
165.4,270.43,189.94,242.59,241.33,287.88,216.8,315.72
213.46,251.35,272.13,290.3,252.79,319.44,194.12,280.48
228.02,261.61,288.48,292.4,275.58,317.73,215.12,286.94
236.12,258.92,295.44,292.15,281.55,316.94,222.24,283.7
243.66,256.19,303.59,290.5,286.63,320.13,226.7,285.81
247.59,259.4,311.83,291.28,295.78,323.62,231.54,291.74
255.57,265.83,318.1,299.3,301.54,330.24,239.01,296.76
258.79,269.4,323.68,300.57,308.77,331.62,243.88,300.45
255.26,303.95,271.35,272.36,337.67,306.12,321.58,337.71
