214,152,39,74
231,160,39,72
234,160,34,74
229,162,33,72
229,165,37,75
232,173,33,71
230,182,32,71
218,185,32,73
228,201,33,61
243,227,33,61
265,267,30,54
256,283,34,58
245,288,27,51
233,290,31,63
202,302,48,67
153,299,75,73
127,294,81,72
110,283,79,74
88,276,80,78
76,275,82,79
57,272,82,72
49,264,77,78
44,263,78,74
27,254,78,78
39,249,73,62
44,240,58,56
115,243,55,50
165,242,76,73
194,251,78,68
215,261,73,56
222,258,73,58
226,256,77,64
231,259,80,64
239,265,79,65
243,269,80,62
255,272,82,65
264,275,81,63
280,279,80,63
300,286,81,63
318,289,83,63
329,296,83,64
328,299,84,67
325,303,83,64
341,309,85,67
364,325,90,70
358,323,89,71
356,312,88,72
366,319,91,71
386,325,92,74
399,326,98,82
412,326,100,84
423,343,101,84
427,343,106,90
400,332,103,92
380,314,99,89
370,292,95,87
359,282,92,82
351,272,91,79
332,268,89,74
315,262,89,71
297,257,90,73
279,253,89,72
272,246,90,69
256,235,90,71
234,220,90,73
218,206,95,75
206,198,93,73
188,190,93,76
159,175,94,76
141,160,93,81
121,153,93,82
114,146,94,85
104,129,92,85
94,123,95,89
82,128,100,94
93,145,98,96
118,181,78,87
113,173,95,96
109,155,98,97
105,158,101,94
109,173,99,94
110,196,100,89
133,211,92,95
167,231,79,84
181,205,60,67
197,168,64,76
203,107,66,90
189,60,46,75
161,37,59,69
161,61,53,80
157,65,44,72
141,66,51,82
131,60,75,85
143,68,72,82
149,71,70,81
153,72,63,79
153,73,67,80
166,77,61,74
183,79,57,73
194,78,48,66
188,73,49,65
184,72,50,65
177,72,46,63
177,71,41,63
157,77,45,60
132,78,57,65
123,86,54,66
118,92,57,67
108,103,60,72
100,112,60,73
93,112,66,75
90,109,66,78
88,123,74,82
94,131,64,77
95,135,63,77
104,132,64,78
112,124,61,76
107,117,66,77
102,113,59,74
102,104,52,69
